GeneID,Acc_num,Main_Role,Subrole,Product ,Gene
hotlake_ucc_70245,CY41DRAFT_0869,,,xanthine phosphoribosyltransferase Gpt,gpt
hotlake_ucc_70246,CY41DRAFT_0870,Nucleic acid metabolism,Purine metabolism,adenine phosphoribosyltransferase Apt,apt
hotlake_ucc_70247,CY41DRAFT_0871,Transport and binding proteins,Unknown substrate,adenine permease PurP,purP
hotlake_ucc_70248,CY41DRAFT_0872,Prosthetic groups_ cofactors_ and carriers,Riboflavin metabolism,riboflavin synthase RibE,ribE
hotlake_ucc_70249,CY41DRAFT_0873,Transport and binding proteins,Unknown substrate::Amino acids_ peptides and amines,ABC-type D-methionine uptake system ATPase component MetN,metN
hotlake_ucc_70250,CY41DRAFT_0874,,,ABC-type D-methionine uptake system permease component MetI,metI
hotlake_ucc_70251,CY41DRAFT_0875,Transport and binding proteins,Amino acids_ peptides and amines,ABC-type D-methionine uptake system substrate-binding component MetQ,metQ
hotlake_ucc_70253,CY41DRAFT_0876,,,GAF domain-containing protein,
hotlake_ucc_70256,CY41DRAFT_0879,Unknown function,Enzymes of unknown specificity,hypothetical protein,
hotlake_ucc_70257,CY41DRAFT_0880,,,fumarate hydratase class II FumC,fumC
hotlake_ucc_70258,CY41DRAFT_0881,Carbohydrate metabolism,Butanoate metabolism,Phasin protein,
hotlake_ucc_70259,CY41DRAFT_0882,Nucleic acid metabolism::Mobile and extrachromosomal element functions,Selfish genetic elements::DNA replication_ recombination_ and repair,DnaA regulatory inactivator Hda,hda
hotlake_ucc_70260,CY41DRAFT_0883,,,AI-2E family exporter,
hotlake_ucc_70261,CY41DRAFT_0884,Nucleic acid metabolism,Purine metabolism,phosphoribosylformylglycinamidine cyclo-ligase PurM,purM
hotlake_ucc_70262,CY41DRAFT_0885,Nucleic acid metabolism,Purine metabolism,phosphoribosylglycinamide formyltransferase 1 PurN,purN
hotlake_ucc_70263,CY41DRAFT_0886,Nucleic acid metabolism,Pyrimidine metabolism,deoxycytidine triphosphate deaminase,dcd
hotlake_ucc_70264,CY41DRAFT_0887,Unknown function,General,MFP-like scaffold protein for 4Fe-4S cluster assembly ApbC,apbC
hotlake_ucc_70265,CY41DRAFT_0888,,,hypothetical protein,
hotlake_ucc_70266,CY41DRAFT_0889,Prosthetic groups_ cofactors_ and carriers::Unknown function,Enzymes of unknown specificity::Porphyrin and chlorophyll metabolism,uroporphyrin-III C-methyltransferase CysG,cysG
hotlake_ucc_70267,CY41DRAFT_0890,Regulatory functions,Small molecule interactions,diguanylate cyclase,
hotlake_ucc_70268,CY41DRAFT_0891,Amino acid metabolism,Tyrosine metabolism,4-alpha-hydroxytetrahydrobiopterin dehydratase PhhB,phhB
hotlake_ucc_70269,CY41DRAFT_0892,,,aspartate aminotransferase AspC,aspC
hotlake_ucc_70270,CY41DRAFT_0893,,,putative MFS transporter_ AGZA family_ xanthine/uracil permease,pbuG
hotlake_ucc_70271,CY41DRAFT_0894,Transport and binding proteins,General,putative efflux protein_ MATE family,
hotlake_ucc_70272,CY41DRAFT_0895,,,COG2353 family protein of unknown function,yceI
hotlake_ucc_70274,CY41DRAFT_0896,Energy metabolism,Electron transport::Oxidative phosphorylation,cytochrome B561,cybB
hotlake_ucc_70275,CY41DRAFT_0897,Defense and invasion systems::Amino acid metabolism,Cysteine and methionine metabolism::Invasion response,O-succinylhomoserine sulfhydrylase MetZ,metZ
hotlake_ucc_70276,CY41DRAFT_0898,Nucleic acid metabolism,Purine metabolism,amidophosphoribosyltransferase PurF,purF
hotlake_ucc_70277,CY41DRAFT_0899,Unknown function,General,membrane protein required for colicin V production,cvpA
hotlake_ucc_70278,CY41DRAFT_0900,Unknown function,General,sporulation related protein,
hotlake_ucc_70279,CY41DRAFT_0901,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,bifunctional dihydrofolate synthase / folylpolyglutamate synthase FolC,folC
hotlake_ucc_70280,CY41DRAFT_0902,Fatty acid and lipid metabolism,Biosynthesis,acetyl-CoA carboxylase complex carboxyl transferase beta subunit AccD,accD
hotlake_ucc_70281,CY41DRAFT_0903,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,tryptophan synthase_ alpha subunit,trpA
hotlake_ucc_70282,CY41DRAFT_0904,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,tryptophan synthase_ beta subunit,trpB
hotlake_ucc_70283,CY41DRAFT_0905,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,phosphoribosylanthranilate isomerase TrpF,trpF
hotlake_ucc_70284,CY41DRAFT_0906,Translation,tRNA and rRNA base modification,tRNA pseudouridine38-40 synthase TruA,truA
hotlake_ucc_70285,CY41DRAFT_0907,Cell motility and adherance,Surface structures and assembly platforms,,
hotlake_ucc_70286,CY41DRAFT_0908,Amino acid metabolism,Lysine biosynthesis,aspartate-semialdehyde dehydrogenase Asd,asd
hotlake_ucc_70287,CY41DRAFT_0909,Amino acid metabolism::Unknown function,Enzymes of unknown specificity::Valine_ leucine and isoleucine metabolism,3-isopropylmalate dehydrogenase LeuB,leuB
hotlake_ucc_70288,CY41DRAFT_0910,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,3-isopropylmalate dehydratase small subunit LeuD,leuD
hotlake_ucc_70289,CY41DRAFT_0911,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,3-isopropylmalate large subunit LeuC,leuC
hotlake_ucc_70290,CY41DRAFT_0912,Regulatory functions,DNA interactions,LysR family transcriptional regulator,
hotlake_ucc_70291,CY41DRAFT_0913,,,hypothetical protein,
hotlake_ucc_70292,CY41DRAFT_0914,,,protein of unknown function DUF4239,
hotlake_ucc_70293,CY41DRAFT_0915,,,23S rRNA (adenine1618-N6)-methyltransferase RlmF,rlmF
hotlake_ucc_70294,CY41DRAFT_0916,,,hypothetical protein,
hotlake_ucc_70295,CY41DRAFT_0917,,,predicted Zn-dependent protease DUF2268,
hotlake_ucc_70296,CY41DRAFT_0918,Unknown function,General,predicted redox protein_ regulator of disulfide bond formation,
hotlake_ucc_70297,CY41DRAFT_0919,Cell structure_ growth_ and death,Toxin-antitoxin systems,toxin-antitoxin system antidote component,
hotlake_ucc_70298,CY41DRAFT_0920,,,toxin-antitoxin system toxin component,
hotlake_ucc_70299,CY41DRAFT_0921,Mobile and extrachromosomal element functions,Selfish genetic elements,group IS407 transposase,
hotlake_ucc_70300,CY41DRAFT_0922,Mobile and extrachromosomal element functions,Selfish genetic elements,group IS407 transposase,
hotlake_ucc_70301,CY41DRAFT_0924,,,hypothetical protein,
hotlake_ucc_70302,CY41DRAFT_0925,,,hypothetical protein,
hotlake_ucc_70303,CY41DRAFT_0926,,,hypothetical protein,
hotlake_ucc_70304,CY41DRAFT_0927,,,hypothetical protein,
hotlake_ucc_70305,CY41DRAFT_0928,,,hypothetical protein,
hotlake_ucc_70306,CY41DRAFT_0929,,,hypothetical protein,
hotlake_ucc_70307,CY41DRAFT_0930,,,hypothetical protein,
hotlake_ucc_70308,CY41DRAFT_0931,,,Protein of unknown function (DUF1451),
hotlake_ucc_70309,CY41DRAFT_0932,Translation,Transfer RNA biogenesis::Aminoacyl-tRNA biosynthesis,leucyl-tRNA synthetase LeuS,leuS
hotlake_ucc_70310,CY41DRAFT_0933,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,lipopolysaccharide export system outer membrane lipoprotein component LptE,lptE
hotlake_ucc_70312,CY41DRAFT_0934,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA polymerase III delta subunit HolA,holA
hotlake_ucc_70313,CY41DRAFT_0935,,,hypothetical protein,
hotlake_ucc_70315,CY41DRAFT_0936,Natural products biosynthesis,General,hypothetical lipoprotein,
hotlake_ucc_70317,CY41DRAFT_0937,,,hypothetical protein,
hotlake_ucc_70318,CY41DRAFT_0938,Energy metabolism::Transport and binding proteins::Unknown function,Enzymes of unknown specificity::Electron transport::Cations and iron carrying compounds,Na+-transporting NADH:ubiquinone oxidoreductase subunit NqrF,nqrF
hotlake_ucc_70319,CY41DRAFT_0939,Transport and binding proteins,Cations and iron carrying compounds,Na+-transporting NADH:ubiquinone oxidoreductase subunit NqrE,nqrE
hotlake_ucc_70320,CY41DRAFT_0940,Transport and binding proteins,Cations and iron carrying compounds,Na+-transporting NADH:ubiquinone oxidoreductase subunit NqrD,nqrD
hotlake_ucc_70321,CY41DRAFT_0941,Transport and binding proteins,Cations and iron carrying compounds,Na+-transporting NADH:ubiquinone oxidoreductase subunit NqrC,nqrC
hotlake_ucc_70322,CY41DRAFT_0942,Transport and binding proteins,Cations and iron carrying compounds,Na+-transporting NADH:ubiquinone oxidoreductase subunit NqrB,nqrB
hotlake_ucc_70323,CY41DRAFT_0943,Transport and binding proteins,Cations and iron carrying compounds,Na+-transporting NADH:ubiquinone oxidoreductase subunit NqrA,nqrA
hotlake_ucc_70324,CY41DRAFT_0944,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,glyceraldehyde 3-phosphate dehydrogenase GapA,gapA
hotlake_ucc_70325,CY41DRAFT_0945,Defense and invasion systems::Nucleic acid metabolism::Unknown function,Enzymes of unknown specificity::DNA replication_ recombination_ and repair::Invasion response,transcription-repair coupling factor Mfd,mfd
hotlake_ucc_70326,CY41DRAFT_0946,,,L_D-transpeptidase,erfK
hotlake_ucc_70328,CY41DRAFT_0947,,,conserved lipoprotein,
hotlake_ucc_70330,CY41DRAFT_0948,,,conserved hypothetical protein,
hotlake_ucc_70332,CY41DRAFT_0949,,,hypothetical protein,
hotlake_ucc_70333,CY41DRAFT_0950,,,hypothetical protein,
hotlake_ucc_70334,CY41DRAFT_0951,Nucleic acid metabolism::Unknown function,General::DNA replication_ recombination_ and repair,DNA topoisomerase I TopA,topA
hotlake_ucc_70335,CY41DRAFT_0952,,,poly(3-hydroxyalkanoate) synthetase,
hotlake_ucc_70336,CY41DRAFT_0953,Regulatory functions,DNA interactions,LysR family transcriptional regulator,
hotlake_ucc_70337,CY41DRAFT_0954,Prosthetic groups_ cofactors_ and carriers::Unknown function,Enzymes of unknown specificity::Biotin and lipoate metabolism,lipoate synthase LipA,lipA
hotlake_ucc_70338,CY41DRAFT_0955,Intracellular trafficking_ assembly_ and processing::Prosthetic groups_ cofactors_ and carriers,Protein modification and repair::Biotin and lipoate metabolism,lipoate-protein ligase LipB,lipB
hotlake_ucc_70339,CY41DRAFT_0956,,,hypothetical protein,
hotlake_ucc_70340,CY41DRAFT_0957,Defense and invasion systems::Glycan biosynthesis and metabolism,Detoxification and inactivation::Peptidoglycan metabolism,D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5/6),dacC
hotlake_ucc_70342,CY41DRAFT_0958,Glycan biosynthesis and metabolism::Unknown function,General::Peptidoglycan metabolism,lytic transglycolase RlpA,rlpA
hotlake_ucc_70344,CY41DRAFT_0959,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,membrane-bound lytic murein transglycosylase MltB,mltB
hotlake_ucc_70346,CY41DRAFT_0960,Cell structure_ growth_ and death,Chromosome and assoicated proteins::Cell division,rod shape determining protein RodA,rodA
hotlake_ucc_70347,CY41DRAFT_0961,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,penicillin-binding protein 2,mrdA
hotlake_ucc_70348,CY41DRAFT_0962,Translation,tRNA and rRNA base modification,23S rRNA (pseudouridine1915-N3)-methyltransferase RlmH,rlmH
hotlake_ucc_70349,CY41DRAFT_0963,Translation,Ribosomal proteins: synthesis and modification,ribosome silencing factor YbeB,ybeB
hotlake_ucc_70350,CY41DRAFT_0964,Prosthetic groups_ cofactors_ and carriers::Metabolism of other amino acids and amines,Phosphonate and phosphinate metabolism::Nicotinate and nicotinamide metabolism,nicotinate-nucleotide adenylyltransferase NadD,nadD
hotlake_ucc_70351,CY41DRAFT_0965,Amino acid metabolism,Arginine and proline metabolism,glutamate-5-semialdehyde dehydrogenase ProA,proA
hotlake_ucc_70352,CY41DRAFT_0966,,,hypothetical membrane protein,
hotlake_ucc_70353,CY41DRAFT_0967,,,GGDEF domain-containing protein,
hotlake_ucc_70354,CY41DRAFT_0968,,,uncharacterized membrane-associated protein,
hotlake_ucc_70355,CY41DRAFT_0969,Transport and binding proteins,Amino acids_ peptides and amines,putative threonine efflux protein,
hotlake_ucc_70356,CY41DRAFT_0970,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,3-oxtaprenyl-4-hydroxybenzoate carboxy-lyase UbiX,ubiX
hotlake_ucc_70357,CY41DRAFT_0971,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,2-keto-4-pentenoate hydratase Mpl,mpl
hotlake_ucc_70358,CY41DRAFT_0972,Energy metabolism,Electron transport,glutaredoxin-like protein,
hotlake_ucc_70359,CY41DRAFT_0973,Transport and binding proteins,Unknown substrate,ABC-type dipeptide uptake system substrate-binding component DppA,dppA
hotlake_ucc_70361,CY41DRAFT_0974,,,ABC-type dipeptide uptake system permease component DppB,dppB
hotlake_ucc_70362,CY41DRAFT_0975,,,ABC-type dipeptide uptake system permease component DppC,dppC
hotlake_ucc_70363,CY41DRAFT_0976,Transport and binding proteins,Unknown substrate::Amino acids_ peptides and amines,ABC-type dipeptide uptake system ATPase component DppD,dppD
hotlake_ucc_70364,CY41DRAFT_0977,Transport and binding proteins,Unknown substrate::Amino acids_ peptides and amines,ABC-type dipeptide uptake system ATPase component DppF,dppF
hotlake_ucc_70365,CY41DRAFT_0978,Regulatory functions,DNA interactions,transcriptional regulator,
hotlake_ucc_70366,CY41DRAFT_0979,Intracellular trafficking_ assembly_ and processing,Peptidases,Xaa-Pro dipeptidase,pepQ
hotlake_ucc_70367,CY41DRAFT_0980,,,OmpW family outer membrane protein,ompW
hotlake_ucc_70369,CY41DRAFT_0981,Prosthetic groups_ cofactors_ and carriers::Unknown function,Enzymes of unknown specificity::Porphyrin and chlorophyll metabolism,(R_R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase ButB,butB
hotlake_ucc_70370,CY41DRAFT_0982,Unknown function,General,putative flavoprotein involved in K+ transport,
hotlake_ucc_70371,CY41DRAFT_0983,Regulatory functions,DNA interactions::Protein interactions,transcriptional activator of acetoin metabolism AcoR,acoR
hotlake_ucc_70372,CY41DRAFT_0984,Cell structure_ growth_ and death,Toxin-antitoxin systems,toxin-antitoxin system Doc family toxin component,
hotlake_ucc_70373,CY41DRAFT_0985,,,toxin-antitoxin system Phd family antidote component,
hotlake_ucc_70374,CY41DRAFT_0986,Regulatory functions::Unknown function,Enzymes of unknown specificity::General::Protein interactions,MoxR-like ATPase,
hotlake_ucc_70375,CY41DRAFT_0987,,,hypothetical protein,
hotlake_ucc_70376,CY41DRAFT_0988,,,hypothetical protein,
hotlake_ucc_70377,CY41DRAFT_0989,,,reactive intermediate imine deaminase,ridA
hotlake_ucc_70378,CY41DRAFT_0990,Prosthetic groups_ cofactors_ and carriers::Unknown function,General::Porphyrin and chlorophyll metabolism,cobyric acid synthase CobQ,cobQ
hotlake_ucc_70379,CY41DRAFT_0991,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,aspartate racemase RacX,racX
hotlake_ucc_70380,CY41DRAFT_0992,,,predicted phosphatase_ C-terminal domain of histone macro H2A1 like protein,
hotlake_ucc_70381,CY41DRAFT_0993,Nucleic acid metabolism::Regulatory functions::Unknown function,General::DNA interactions::DNA replication_ recombination_ and repair,AraC family transcriptional regulator / methylated-DNA-[protein]-cysteine-methyltransferase,ada
hotlake_ucc_70382,CY41DRAFT_0994,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,glutaminase GlsA,glsA
hotlake_ucc_70383,CY41DRAFT_0995,Transport and binding proteins,Amino acids_ peptides and amines,putative threonine efflux protein,
hotlake_ucc_70385,CY41DRAFT_0996,Regulatory functions,DNA interactions,AraC family transcriptional regulator,
hotlake_ucc_70386,CY41DRAFT_0997,,,protein with domain of unknown function DUF1206,
hotlake_ucc_70387,CY41DRAFT_0998,,,predicted membrane protein,
hotlake_ucc_70388,CY41DRAFT_0999,Regulatory functions,DNA interactions,Lrp/AsnC family transcriptional regulator,lrp
hotlake_ucc_70389,CY41DRAFT_1000,Transport and binding proteins,Amino acids_ peptides and amines,L-lysine permease,
hotlake_ucc_70390,CY41DRAFT_1001,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,uncharacterized enzyme involved in biosynthesis of extracellular polysaccharides,
hotlake_ucc_70391,CY41DRAFT_1002,,,membrane protease subunit_ stomatin/prohibitin,
hotlake_ucc_70392,CY41DRAFT_1003,Unknown function,General,ClpP class membrane-bound serine protease NfeD,nfeD
hotlake_ucc_70393,CY41DRAFT_1004,,,Protein of unknown function (DUF4019),
hotlake_ucc_70395,CY41DRAFT_1005,,,protein of unknown function DUF1456,
hotlake_ucc_70396,CY41DRAFT_1006,,,hypothetical protein,
hotlake_ucc_70397,CY41DRAFT_1007,Cell structure_ growth_ and death,Toxin-antitoxin systems,toxin-antitoxin system RelE/StbE family toxin component,
hotlake_ucc_70398,CY41DRAFT_1008,Regulatory functions,DNA interactions,toxin-antitoxin system RelB/StbD family antidote,
hotlake_ucc_70399,CY41DRAFT_1009,Unknown function,Enzymes of unknown specificity,haloacetate dehalogenase,dehH
hotlake_ucc_70400,CY41DRAFT_1010,Unknown function,Enzymes of unknown specificity,predicted amidohydrolase,
hotlake_ucc_70401,CY41DRAFT_1012,Cell structure_ growth_ and death,Toxin-antitoxin systems,toxin-antitoxin system TIGR02574 family component,
hotlake_ucc_70402,CY41DRAFT_1013,,,hypothetical protein,
hotlake_ucc_70403,CY41DRAFT_1014,Unknown function,Enzymes of unknown specificity,glyoxalase family protein,
hotlake_ucc_70404,CY41DRAFT_1015,Regulatory functions,DNA interactions,redox-sensitive transcriptional activator SoxR,soxR
hotlake_ucc_70405,CY41DRAFT_1016,,,hypothetical protein,
hotlake_ucc_70406,CY41DRAFT_1017,Cell structure_ growth_ and death,Toxin-antitoxin systems,toxin-antitoxin system RelE/StbE family toxin component,yoeB
hotlake_ucc_70407,CY41DRAFT_1018,Cell structure_ growth_ and death,Toxin-antitoxin systems,toxin-antitoxin system RelB/StbD family antidote component,
hotlake_ucc_70408,CY41DRAFT_1019,Defense and invasion systems::Unknown function,Enzymes of unknown specificity::Invasion response,,
hotlake_ucc_70409,CY41DRAFT_1020,Transcription::Unknown function,Enzymes of unknown specificity::Transcription factors,transcription termination factor Rho,rho
hotlake_ucc_70411,CY41DRAFT_1023,Mobile and extrachromosomal element functions,Selfish genetic elements,IS3 family transposase,
hotlake_ucc_70412,CY41DRAFT_1024,,,hypothetical protein,
hotlake_ucc_70413,CY41DRAFT_1025,,,protein of unknown function DUF2813,
hotlake_ucc_70414,CY41DRAFT_1026,,,hypothetical protein,
hotlake_ucc_70416,CY41DRAFT_1028,Mobile and extrachromosomal element functions,Selfish genetic elements,IS30 family transposase,
hotlake_ucc_70417,CY41DRAFT_1029,,,hypothetical protein,
hotlake_ucc_70418,CY41DRAFT_1030,,,hypothetical protein,
hotlake_ucc_70419,CY41DRAFT_1031,Unknown function,General,YtoQ family protein,
hotlake_ucc_70420,CY41DRAFT_1032,Prosthetic groups_ cofactors_ and carriers::Unknown function,Enzymes of unknown specificity::Porphyrin and chlorophyll metabolism,precorrin-6A synthase CobF,cobF
hotlake_ucc_70421,CY41DRAFT_1033,Prosthetic groups_ cofactors_ and carriers::Unknown function,Enzymes of unknown specificity::Porphyrin and chlorophyll metabolism,precorrin-4 C11-methyltransferase CobM,cobM
hotlake_ucc_70422,CY41DRAFT_1034,,,cobalamin biosynthesis chaperone,
hotlake_ucc_70423,CY41DRAFT_1035,Prosthetic groups_ cofactors_ and carriers::Unknown function,Enzymes of unknown specificity::Porphyrin and chlorophyll metabolism,precorrin-6Y C5_15-methyltransferase (decarboxylating) CobL,cobL
hotlake_ucc_70424,CY41DRAFT_1036,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,precorrin-6A reductase CobK,cobK
hotlake_ucc_70425,CY41DRAFT_1037,Prosthetic groups_ cofactors_ and carriers::Unknown function,Enzymes of unknown specificity::Porphyrin and chlorophyll metabolism,precorrin-3B C17-methyltransferase CobJ,cobJ
hotlake_ucc_70426,CY41DRAFT_1038,Prosthetic groups_ cofactors_ and carriers::Unknown function,Enzymes of unknown specificity::Porphyrin and chlorophyll metabolism,precorrin-2/cobalt-factor-2 C20-methyltransferase CobI,cobI
hotlake_ucc_70427,CY41DRAFT_1039,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,precorrin-8X methylmutase CobH,cobH
hotlake_ucc_70428,CY41DRAFT_1040,,,precorrin-3B synthase CobG,cobG
hotlake_ucc_70429,CY41DRAFT_1041,Prosthetic groups_ cofactors_ and carriers::Unknown function,General::Porphyrin and chlorophyll metabolism,cobaltochelatase subunit CobN,cobN
hotlake_ucc_70430,CY41DRAFT_1042,Prosthetic groups_ cofactors_ and carriers::Unknown function,General::Porphyrin and chlorophyll metabolism,cobalamin biosynthesis protein CobW,cobW
hotlake_ucc_70431,CY41DRAFT_1043,Prosthetic groups_ cofactors_ and carriers::Unknown function,General::Porphyrin and chlorophyll metabolism,cobyrinic acid a_c-diamide synthase CobB,cobB
hotlake_ucc_70432,CY41DRAFT_1044,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,cob(I)alamin adenosyltransferase CobA1,cobA1
hotlake_ucc_70433,CY41DRAFT_1045,Regulatory functions::Prosthetic groups_ cofactors_ and carriers::Unknown function,General::Porphyrin and chlorophyll metabolism::Protein interactions,cobalt chelatase ChlDI,chlDI
hotlake_ucc_70434,CY41DRAFT_1046,,,ABC-type B12 uptake system substrate-binding component BtuF,btuF
hotlake_ucc_70436,CY41DRAFT_1047,Transport and binding proteins,Cations and iron carrying compounds,ABC-type B12 uptake system permease component BtuC,btuC
hotlake_ucc_70437,CY41DRAFT_1048,Transport and binding proteins,Unknown substrate,ABC-type B12 uptake system ATPase component BtuD,btuD
hotlake_ucc_70438,CY41DRAFT_1049,,,hypothetical membrane protein,
hotlake_ucc_70439,CY41DRAFT_1050,,,HCP-like Sel1 repeat domain protein,
hotlake_ucc_70441,CY41DRAFT_1051,,,Sel1 repeat protein,
hotlake_ucc_70443,CY41DRAFT_1052,,,hypothetical protein,
hotlake_ucc_70444,CY41DRAFT_1053,,,type VI system DUF4123 family effector chaperone,
hotlake_ucc_70445,CY41DRAFT_1054,Defense and invasion systems::Mobile and extrachromosomal element functions,Bacteriophage and virus functions::Secreted effectors::General,type VI system VgrG family effector chaperone,vgrG
hotlake_ucc_70446,CY41DRAFT_1055,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,adenosylcobinamide-phosphate guanylyltransferase ;adenosylcobinamide kinase,
hotlake_ucc_70447,CY41DRAFT_1056,Unknown function,Enzymes of unknown specificity,alpha-ribazole phosphatase CobC,cobC
hotlake_ucc_70448,CY41DRAFT_1057,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,cobalamin 5'-phosphate synthase CobS,cobS
hotlake_ucc_70449,CY41DRAFT_1058,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,bifunctional adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase CobU,cobU
hotlake_ucc_70450,CY41DRAFT_1059,Amino acid metabolism::Prosthetic groups_ cofactors_ and carriers,Histidine metabolism::Porphyrin and chlorophyll metabolism,threonine-phosphate decarboxylase CobD,cobD
hotlake_ucc_70451,CY41DRAFT_1060,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,adenosylcobinamide-phosphate synthase CbiB,cbiB
hotlake_ucc_70452,CY41DRAFT_1061,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase CobU,cobU
hotlake_ucc_70453,CY41DRAFT_1062,Carbohydrate metabolism,Pentose phosphate pathway,phosphogluconate dehydratase Edd,edd
hotlake_ucc_70454,CY41DRAFT_1063,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,glucokinase Glk,glk
hotlake_ucc_70455,CY41DRAFT_1064,Unknown function,Enzymes of unknown specificity,COG4989 family oxidoreductase,
hotlake_ucc_70456,CY41DRAFT_1065,Unknown function,Enzymes of unknown specificity,fructokinase ScrK,scrK
hotlake_ucc_70457,CY41DRAFT_1066,Regulatory functions,DNA interactions,transcriptional regulator of galactonate metabolism DgoR,dgoR
hotlake_ucc_70458,CY41DRAFT_1067,Energy metabolism,General,galactonate dehydratase DgoD,dgoD
hotlake_ucc_70459,CY41DRAFT_1068,Energy metabolism,General,2-dehydro-3-deoxygalactonokinase DgoK,dgoK
hotlake_ucc_70460,CY41DRAFT_1069,Carbohydrate metabolism,Pentose phosphate pathway,2-dehydro-3-deoxyphosphogalactonate aldolase DgoA,dgoA
hotlake_ucc_70461,CY41DRAFT_1070,,,D-galactonolactone lactonase DgoL,dgoL
hotlake_ucc_70462,CY41DRAFT_1071,Carbohydrate metabolism,Pentose phosphate pathway,bifunctional 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase Eda,eda
hotlake_ucc_70463,CY41DRAFT_1072,Carbohydrate metabolism,Pentose phosphate pathway,6-phosphogluconolactonase Pgl,pgl
hotlake_ucc_70464,CY41DRAFT_1073,Carbohydrate metabolism,Pentose phosphate pathway,glucose-6-phosphate 1-dehydrogenase Zwf,zwf
hotlake_ucc_70465,CY41DRAFT_1074,,,anti-sigma-K factor RskA,rskA
hotlake_ucc_70466,CY41DRAFT_1075,Transcription,Transcription factors,RpoE family RNA polymerase signa 70 factor,sigK
hotlake_ucc_70467,CY41DRAFT_1076,,,extracytoplasmic protein of unknown function DUF3455,
hotlake_ucc_70469,CY41DRAFT_1077,,,alpha gluoside porin AglY,aglY
hotlake_ucc_70471,CY41DRAFT_1078,,,ABC-type trehalose/maltose/sucrose uptake system substrate-binding component AglE,aglE
hotlake_ucc_70473,CY41DRAFT_1079,,,ABC-type trehalose/maltose/sucrose uptake system permease component AglF,aglF
hotlake_ucc_70474,CY41DRAFT_1080,,,ABC-type trehalose/maltose/sucrose uptake system permease component AglG,aglG
hotlake_ucc_70475,CY41DRAFT_1081,Carbohydrate metabolism,Starch and sucrose metabolism,alpha-glucosidase AglA,aglA
hotlake_ucc_70476,CY41DRAFT_1082,Transport and binding proteins,Unknown substrate,ABC-type trehalose/maltose/sucrose uptake system ATPase component AglK,aglK
hotlake_ucc_70477,CY41DRAFT_1083,Regulatory functions,DNA interactions,alpha-glucoside-responsive transcriptional repressor of alpha-glucoside utilization AglR,aglR
hotlake_ucc_70478,CY41DRAFT_1084,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,glyceraldehyde-3-phosphate dehydrogenase_ type I,gap
hotlake_ucc_70479,CY41DRAFT_1085,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,pyruvate kinase,pyk
hotlake_ucc_70480,CY41DRAFT_1086,Carbohydrate metabolism,Pyruvate metabolism,methylglyoxal synthase MgsA,mgsA
hotlake_ucc_70481,CY41DRAFT_1087,Regulatory functions,DNA interactions,transcriptional regulator of fructose metabolism FruR,fruR
hotlake_ucc_70482,CY41DRAFT_1088,Signal transduction::Transport and binding proteins,Phosphotransferase system (PTS),PTS system fructose-sepcific IIA component FruB,fruB
hotlake_ucc_70483,CY41DRAFT_1089,Energy metabolism::Carbohydrate metabolism::Unknown function,Enzymes of unknown specificity::Fructose and mannose metabolism::General,1-phosphofructokinase FruK,fruK
