GeneID,Acc_num,Main_Role,Subrole,Product,Gene
hotlake_ucc_81353,CD01DRAFT_0417,Transport and binding proteins,Cations and iron carrying compounds,multicomponent K+:H+ antiporter subunit PhaG,phaG
hotlake_ucc_81354,CD01DRAFT_0418,,,putative thioesterase,
hotlake_ucc_81355,CD01DRAFT_0419,Unknown function,Enzymes of unknown specificity,NUDIX domain,
hotlake_ucc_81356,CD01DRAFT_0420,Unknown function,General,Zn-dependent hydrolase,
hotlake_ucc_81357,CD01DRAFT_0421,,,protein of unknown function,
hotlake_ucc_81358,CD01DRAFT_0422,,,putative deacylase,
hotlake_ucc_81360,CD01DRAFT_0423,,,DMT superfamily transporter,
hotlake_ucc_81361,CD01DRAFT_0424,Intracellular trafficking_ assembly_ and processing,Proteasome,cystathione beta-lyase MalY,malY
hotlake_ucc_81362,CD01DRAFT_0425,Transport and binding proteins,Unknown substrate,putative permease,
hotlake_ucc_81363,CD01DRAFT_0426,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,1_4-dihydroxy-2-naphthoate octaprenyltransferase MenA,menA
hotlake_ucc_81364,CD01DRAFT_0427,Signal transduction,Taxis,chemotaxis signal relay system methyl-accepting signal transducer,mcp
hotlake_ucc_81365,CD01DRAFT_0428,Fatty acid and lipid metabolism,Fatty acid degradation,acyl-CoA dehydrogenase,fadE
hotlake_ucc_81366,CD01DRAFT_0429,Regulatory functions,DNA interactions,Transcriptional regulator,
hotlake_ucc_81367,CD01DRAFT_0430,,,DMT superfamily transporter,
hotlake_ucc_81368,CD01DRAFT_0431,,,hypothetical protein,
hotlake_ucc_81370,CD01DRAFT_0432,,,cation transport protein ChaC,chaC
hotlake_ucc_81371,CD01DRAFT_0433,Unknown function,General,NAAT family neutral amino acid transporter,marC
hotlake_ucc_81372,CD01DRAFT_0434,Translation,tRNA and rRNA base modification,23S rRNA pseudouridine2604 synthase RluF,rluF
hotlake_ucc_81373,CD01DRAFT_0435,Unknown function,Enzymes of unknown specificity,putative hydrolases or acyltransferases (alpha/beta hydrolase superfamily),
hotlake_ucc_81374,CD01DRAFT_0436,,,hypothetical protein,
hotlake_ucc_81376,CD01DRAFT_0437,Regulatory functions,DNA interactions,TetR family transcriptional regulator,
hotlake_ucc_81377,CD01DRAFT_0438,Unknown function,Enzymes of unknown specificity,3-hydroxyacyl-CoA dehydrogenase,fadN
hotlake_ucc_81378,CD01DRAFT_0439,Xenobiotics biodegradation and metabolism,Benzoate degradation,acetyl-CoA C-acetyltransferase,atoB
hotlake_ucc_81379,CD01DRAFT_0440,Fatty acid and lipid metabolism,Fatty acid degradation,putative acyl-CoA dehydrogenase,
hotlake_ucc_81380,CD01DRAFT_0441,Fatty acid and lipid metabolism,Fatty acid degradation,putative acyl-CoA dehydrogenase,
hotlake_ucc_81381,CD01DRAFT_0442,Unknown function,Enzymes of unknown specificity,gluconate 5-dehydrogenase IdnO,idnO
hotlake_ucc_81382,CD01DRAFT_0443,,,threonine dehydratase,ilvA
hotlake_ucc_81383,CD01DRAFT_0444,Cell structure_ growth_ and death,Toxin-antitoxin systems,protein of unknown function,
hotlake_ucc_81384,CD01DRAFT_0445,Unknown function,General,predicted flavoprotein involed in K+ transport,
hotlake_ucc_81385,CD01DRAFT_0446,,,hypothetical protein,
hotlake_ucc_81386,CD01DRAFT_0447,Regulatory functions,DNA interactions,TetR family transcriptional regulator,
hotlake_ucc_81387,CD01DRAFT_0448,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,NAD(P) transhydrogenase alpha subunit PntA,pntA
hotlake_ucc_81388,CD01DRAFT_0449,,,NAD(P) transhydrogenase beta subunit PntB,pntB
hotlake_ucc_81389,CD01DRAFT_0450,Fatty acid and lipid metabolism,General,NTE family protein,
hotlake_ucc_81390,CD01DRAFT_0451,,,hypothetical protein,
hotlake_ucc_81391,CD01DRAFT_0452,,,putative ABC transporter permease component,
hotlake_ucc_81392,CD01DRAFT_0453,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,OmpIP family porin,
hotlake_ucc_81393,CD01DRAFT_0454,Mobile and extrachromosomal element functions,Selfish genetic elements,ISPre1-like transposase,
hotlake_ucc_81394,CD01DRAFT_0455,Unknown function,Enzymes of unknown specificity,Old Yellow Enzyme family NADH:flavin oxidoreductase,
hotlake_ucc_81395,CD01DRAFT_0456,Regulatory functions,DNA interactions,HxlR family transcriptional regulator,
hotlake_ucc_81396,CD01DRAFT_0457,,,outer membrane protein OmpW,ompW
hotlake_ucc_81398,CD01DRAFT_0458,Defense and invasion systems::Unknown function,Enzymes of unknown specificity::Invasion response,ATP-dependent RNA helicase RhlE,rhlE
hotlake_ucc_81399,CD01DRAFT_0459,Defense and invasion systems::Intracellular trafficking_ assembly_ and processing,Detoxification and inactivation::Protein modification and repair,putative thioredoxin,
hotlake_ucc_81400,CD01DRAFT_0460,,,thiol:disulfide interchange protein DsbG,dsbG
hotlake_ucc_81402,CD01DRAFT_0461,,,protein of unknown function,
hotlake_ucc_81404,CD01DRAFT_0462,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,lipid A biosynthesis lauroyl acyltransferase HtrB,htrB
hotlake_ucc_81405,CD01DRAFT_0463,Unknown function,General,putative flavoprotein involved in K+ transport,
hotlake_ucc_81406,CD01DRAFT_0464,,,putative Fe-S-cluster oxidoreductase,
hotlake_ucc_81407,CD01DRAFT_0465,Unknown function,Enzymes of unknown specificity,putative enzyme related to lactoylglutathione lyase,
hotlake_ucc_81408,CD01DRAFT_0467,,,hypothetical protein,
hotlake_ucc_81409,CD01DRAFT_0469,Unknown function,Enzymes of unknown specificity,putative aetyltransferase YiaC,yiaC
hotlake_ucc_81410,CD01DRAFT_0470,,,protein of unknown function,
hotlake_ucc_81411,CD01DRAFT_0471,Unknown function,Enzymes of unknown specificity,putative aetyltransferase YhbS,yhbS
hotlake_ucc_81412,CD01DRAFT_0472,Mobile and extrachromosomal element functions,Selfish genetic elements,transposase,
hotlake_ucc_81413,CD01DRAFT_0473,Unknown function,Enzymes of unknown specificity,ribokinase family sugar kinase,
hotlake_ucc_81414,CD01DRAFT_0474,Unknown function,Enzymes of unknown specificity::General,TIGR00730 family protein,
hotlake_ucc_81415,CD01DRAFT_0475,,,deacetylase,
hotlake_ucc_81416,CD01DRAFT_0476,,,Bacterial inner membrane protein,
hotlake_ucc_81417,CD01DRAFT_0477,,,hypothetical protein,
hotlake_ucc_81418,CD01DRAFT_0478,,,choline-glycine betaine transporter BetT,betT
hotlake_ucc_81419,CD01DRAFT_0479,Amino acid metabolism,Glycine_ serine and threonine metabolism,choline dehydrogenase BetA,betA
hotlake_ucc_81420,CD01DRAFT_0480,Amino acid metabolism,Glycine_ serine and threonine metabolism,glycine betaine dehydrogenase BetB,betB
hotlake_ucc_81421,CD01DRAFT_0481,Regulatory functions,DNA interactions,transcriptional repressor of bet genes BetI,betI
hotlake_ucc_81422,CD01DRAFT_0482,,,hypothetical protein,
hotlake_ucc_81423,CD01DRAFT_0483,Defense and invasion systems::Translation::Unknown function,Detoxification and inactivation::tRNA and rRNA base modification::General,alkyl hydroperoxide reductase subunit F,ahpF
hotlake_ucc_81424,CD01DRAFT_0484,Defense and invasion systems,Detoxification and inactivation,peroxiredoxin,ahpC
hotlake_ucc_81425,CD01DRAFT_0485,,,Na+-dependent biocarbonate transporter Sbt,sbt
hotlake_ucc_81426,CD01DRAFT_0486,,,hypothetical protein,
hotlake_ucc_81427,CD01DRAFT_0487,Regulatory functions,DNA interactions,LysR family transcriptional regulator_ transcriptional activator of nhaA,nhaR
hotlake_ucc_81428,CD01DRAFT_0488,Intracellular trafficking_ assembly_ and processing,Peptidases,Peptidase family M48,
hotlake_ucc_81429,CD01DRAFT_0489,,,hypothetical protein,
hotlake_ucc_81430,CD01DRAFT_0490,,,CHASE2 domain,
hotlake_ucc_81431,CD01DRAFT_0491,Nucleic acid metabolism,General,ribonucleoside-diphosphate reductase beta subunit NrdF,nrdF
hotlake_ucc_81432,CD01DRAFT_0492,Nucleic acid metabolism,General::Pyrimidine metabolism,ribonucleoside-diphosphate reductase alpha subunit NrdE,nrdE
hotlake_ucc_81433,CD01DRAFT_0493,,,periplasmic protein of unknown function DUF3047,
hotlake_ucc_81435,CD01DRAFT_0494,,,ABC-type uptake system PAAT family substrate-binding component,
hotlake_ucc_81436,CD01DRAFT_0495,Transport and binding proteins,Cations and iron carrying compounds,NhaB family Na+:H+ antiporter,nhaB
hotlake_ucc_81437,CD01DRAFT_0496,Unknown function,General,glycine oxidase (deaminating),dadA
hotlake_ucc_81438,CD01DRAFT_0497,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,isomerizing glutamine--fructose-6-phosphate transaminase GlmS,glmS
hotlake_ucc_81439,CD01DRAFT_0498,Carbohydrate metabolism::Metabolism of other amino acids and amines,Phosphonate and phosphinate metabolism::Amino sugar and nucleotide sugar metabolism,bifunctional glucosamine-1-phosphate N-acetyltransferase / UDP-N-acetylglucosamine diphosphorylase GlmU,glmU
hotlake_ucc_81440,CD01DRAFT_0499,Energy metabolism,Oxidative phosphorylation,F-type H+-transporting ATPase epsilon subunit AtpC,atpC
hotlake_ucc_81441,CD01DRAFT_0500,Energy metabolism,Oxidative phosphorylation,F-type H+-transporting ATPase beta subunit AtpD,atpD
hotlake_ucc_81442,CD01DRAFT_0501,Energy metabolism,Oxidative phosphorylation,F-type H+-transporting ATPase gamma subunit AtpG,atpG
hotlake_ucc_81443,CD01DRAFT_0502,Energy metabolism,Oxidative phosphorylation,F-type H+-transporting ATPase alpha subunit AtpA,atpA
hotlake_ucc_81444,CD01DRAFT_0503,Energy metabolism,Oxidative phosphorylation,F-type H+-transporting ATPase delta subunit AtpH,atpH
hotlake_ucc_81445,CD01DRAFT_0504,Intracellular trafficking_ assembly_ and processing::Energy metabolism,Oxidative phosphorylation::Chaperone and folding catalysis,F-type H+-transporting ATPase subunit AtpF,atpF
hotlake_ucc_81446,CD01DRAFT_0505,Energy metabolism,Oxidative phosphorylation,F-type H+-transporting ATPase subunit AtpE,atpE
hotlake_ucc_81447,CD01DRAFT_0506,Intracellular trafficking_ assembly_ and processing::Energy metabolism,Chaperone and folding catalysis::Oxidative phosphorylation,F-type H+-transporting ATPase subunit AtpB,atpB
hotlake_ucc_81448,CD01DRAFT_0507,Energy metabolism,Oxidative phosphorylation,F-type H+-transporting ATPase subunit AtpI,atpI
hotlake_ucc_81449,CD01DRAFT_0508,Cell structure_ growth_ and death::Mobile and extrachromosomal element functions,Plasmid functions::Toxin-antitoxin systems,chromosome partitioning protein ParB,parB
hotlake_ucc_81450,CD01DRAFT_0509,Regulatory functions::Unknown function,General::DNA interactions,chromosome partitioning protein ParA,parA
hotlake_ucc_81451,CD01DRAFT_0510,Translation::Unknown function,Enzymes of unknown specificity::tRNA and rRNA base modification,16S rRNA (guanine527-N7)-methyltransferase GidB,gidB
hotlake_ucc_81452,CD01DRAFT_0511,Translation::Unknown function,tRNA and rRNA base modification::General,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,gidA
hotlake_ucc_81453,CD01DRAFT_0512,Regulatory functions,Small molecule interactions,EAL domain protein,
hotlake_ucc_81454,CD01DRAFT_0513,Transport and binding proteins,Unknown substrate::Cations and iron carrying compounds,RND family efflux system permease component,acrB
hotlake_ucc_81455,CD01DRAFT_0514,Intracellular trafficking_ assembly_ and processing::Transport and binding proteins,Unknown substrate::Protein export_ secretion_ and sorting,RND-type efflux system MFP component,acrA
hotlake_ucc_81457,CD01DRAFT_0515,,,Protein of unknown function (DUF3833),
hotlake_ucc_81458,CD01DRAFT_0516,Fatty acid and lipid metabolism,Fatty acid degradation,putative acyl-CoA dehydrogenase,
hotlake_ucc_81459,CD01DRAFT_0517,Amino acid metabolism,Glycine_ serine and threonine metabolism,ectoine hydroxylase EctD,ectD
hotlake_ucc_81460,CD01DRAFT_0518,Defense and invasion systems::Energy metabolism,Detoxification and inactivation::Oxidative phosphorylation,cytochrome c peroxidase YhjA,
hotlake_ucc_81461,CD01DRAFT_0519,Regulatory functions,Small molecule interactions,diguanylate cyclase (GGDEF) domain,
hotlake_ucc_81462,CD01DRAFT_0520,,,Sel1 repeat,
hotlake_ucc_81463,CD01DRAFT_0521,Translation::Transport and binding proteins::Unknown function,Enzymes of unknown specificity::tRNA and rRNA base modification::General::Cations and iron carrying compounds,tRNA modification GTPase trmE,trmE
hotlake_ucc_81464,CD01DRAFT_0522,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,membrane protein insertase yidC,yidC
hotlake_ucc_81465,CD01DRAFT_0523,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,membrane protein insertion efficiency factor YidD,yidD
hotlake_ucc_81466,CD01DRAFT_0524,Translation,Transfer RNA biogenesis,ribonuclease P protein component RnpA,rnpA
hotlake_ucc_81467,CD01DRAFT_0525,Translation,Ribosomal proteins: synthesis and modification,LSU ribosomal protein L34 RpmH,rpmH
hotlake_ucc_81468,CD01DRAFT_0526,Nucleic acid metabolism::Mobile and extrachromosomal element functions::Unknown function,Enzymes of unknown specificity::Selfish genetic elements::DNA replication_ recombination_ and repair,chromosomal replication initiator protein DnaA,dnaA
hotlake_ucc_81469,CD01DRAFT_0527,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA polymerase III beta subunit DnaN,dnaN
hotlake_ucc_81470,CD01DRAFT_0528,,,putative unusual protein kinase,
hotlake_ucc_81471,CD01DRAFT_0529,Cell structure_ growth_ and death::Nucleic acid metabolism,Cell division::DNA replication_ recombination_ and repair,DNA replication and repair protein RecF,recF
hotlake_ucc_81472,CD01DRAFT_0530,Nucleic acid metabolism::Unknown function,Enzymes of unknown specificity::General::DNA replication_ recombination_ and repair,DNA gyrase subunit GyrB,gyrB
hotlake_ucc_81473,CD01DRAFT_0531,Regulatory functions,DNA interactions,TetR family transcriptional regulator,
hotlake_ucc_81474,CD01DRAFT_0532,Transport and binding proteins,Unknown substrate,branched-chain amino acid transport system ATP-binding protein,livF
hotlake_ucc_81475,CD01DRAFT_0533,Transport and binding proteins,Unknown substrate,branched-chain amino acid transport system ATP-binding protein,livG
hotlake_ucc_81476,CD01DRAFT_0534,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,branched-chain amino acid transport system permease protein,livM
hotlake_ucc_81477,CD01DRAFT_0535,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,branched-chain amino acid transport system permease protein,livH
hotlake_ucc_81478,CD01DRAFT_0536,,,branched-chain amino acid transport system substrate-binding protein,livK
hotlake_ucc_81480,CD01DRAFT_0537,,,fatty-acyl-CoA synthase,
hotlake_ucc_81481,CD01DRAFT_0538,,,hypothetical protein,
hotlake_ucc_81482,CD01DRAFT_0539,Unknown function,Enzymes of unknown specificity,putative aminoglycoside phosphotransferase,
hotlake_ucc_81483,CD01DRAFT_0540,Fatty acid and lipid metabolism,Fatty acid degradation,acyl-CoA dehydrogenase,acd
hotlake_ucc_81484,CD01DRAFT_0541,Unknown function,Enzymes of unknown specificity,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),
hotlake_ucc_81485,CD01DRAFT_0542,,,hypothetical protein,
hotlake_ucc_81486,CD01DRAFT_0543,Unknown function,General,ATPases involved in chromosome partitioning,
hotlake_ucc_81487,CD01DRAFT_0544,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,4-aminobutyrate transaminase,puuE
hotlake_ucc_81488,CD01DRAFT_0545,Transport and binding proteins,Unknown substrate,ATP-binding cassette_ subfamily B_ bacterial,
hotlake_ucc_81489,CD01DRAFT_0546,Transport and binding proteins,Unknown substrate,ATP-binding cassette_ subfamily B_ bacterial,
hotlake_ucc_81490,CD01DRAFT_0547,,,hypothetical protein,
hotlake_ucc_81492,CD01DRAFT_0548,Regulatory functions,Small molecule interactions,diguanylate cyclase/phosphodiesterase with GAF sensor,
hotlake_ucc_81493,CD01DRAFT_0549,,,alkyldihydroxyacetonephosphate synthase,
hotlake_ucc_81494,CD01DRAFT_0550,,,hypothetical protein,
hotlake_ucc_81495,CD01DRAFT_0551,Cell structure_ growth_ and death,Toxin-antitoxin systems,PIN domain,
hotlake_ucc_81496,CD01DRAFT_0552,,,hypothetical protein,
hotlake_ucc_81497,CD01DRAFT_0554,,,type I site-specific restriction-modification system membrane protein,
hotlake_ucc_81498,CD01DRAFT_0555,Defense and invasion systems,Restriction-modification systems,type I site-specific restriction-modification system HdsS family specificity subunit,hsdS
hotlake_ucc_81499,CD01DRAFT_0556,Defense and invasion systems,Invasion response,type I site-specific restriction-modification system HsdM family DNA methyltransferase subunit,hsdM
hotlake_ucc_81500,CD01DRAFT_0557,Defense and invasion systems::Unknown function,Enzymes of unknown specificity::Invasion response::Restriction-modification systems,type I site-specific restriction-modification system HsdR family restriction subunit,hsdR
hotlake_ucc_81502,CD01DRAFT_0559,Translation,Transfer RNA biogenesis::Aminoacyl-tRNA biosynthesis,glycyl-tRNA synthetase beta subunit GlyS,glyS
hotlake_ucc_81503,CD01DRAFT_0560,Translation,Transfer RNA biogenesis::Aminoacyl-tRNA biosynthesis,glycyl-tRNA synthetase alpha subunit GlyQ,glyQ
hotlake_ucc_81504,CD01DRAFT_0561,Amino acid metabolism,Lysine biosynthesis,trk system potassium uptake protein TrkA,trkA
hotlake_ucc_81505,CD01DRAFT_0562,Translation,tRNA and rRNA base modification,16S rRNA (cytosine967-C5)-methyltransferase RsmB,rsmB
hotlake_ucc_81506,CD01DRAFT_0563,Translation,tRNA and rRNA base modification,methionyl-tRNA formyltransferase Fmt,fmt
hotlake_ucc_81507,CD01DRAFT_0564,Intracellular trafficking_ assembly_ and processing,Protein modification and repair,peptide deformylase Def,def
hotlake_ucc_81508,CD01DRAFT_0565,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,LysM domain protein,
hotlake_ucc_81510,CD01DRAFT_0566,Defense and invasion systems,DNA transformation,DNA protecting protein DprA,dprA
hotlake_ucc_81511,CD01DRAFT_0567,Translation,tRNA and rRNA base modification,L-threonylcarbamoyladenylate synthase TsaC,tsaC
hotlake_ucc_81512,CD01DRAFT_0568,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coproporphyrinogen III oxidase HemF,hemF
hotlake_ucc_81513,CD01DRAFT_0569,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,shikimate dehydrogenase AroE,aroE
hotlake_ucc_81514,CD01DRAFT_0570,Transport and binding proteins,Accessory functions,flagellar motor stator protein MotA,motA
hotlake_ucc_81515,CD01DRAFT_0571,Cell motility and adherance,Flagella complex and associated proteins,flagellar motor rotation protein MotB,motB
hotlake_ucc_81516,CD01DRAFT_0572,,,hypothetical protein,
hotlake_ucc_81517,CD01DRAFT_0573,,,HSP20 family protein,
hotlake_ucc_81518,CD01DRAFT_0574,,,hypothetical protein,
hotlake_ucc_81519,CD01DRAFT_0575,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,membrane glycosyltransferase,mdoH
hotlake_ucc_81520,CD01DRAFT_0576,,,hypothetical protein,
hotlake_ucc_81521,CD01DRAFT_0577,,,putative carbonic anhydrase,
hotlake_ucc_81522,CD01DRAFT_0578,Intracellular trafficking_ assembly_ and processing,Peptidases,oligopeptidase A PrlC,prlC
hotlake_ucc_81523,CD01DRAFT_0579,Unknown function,General,conserved hypothetical metal-binding protein,
hotlake_ucc_81524,CD01DRAFT_0580,Transport and binding proteins,Unknown substrate::Carbohydrates_ organic alcohols_ and acids::Cations and iron carrying compounds,histidine permease YuiF,
hotlake_ucc_81525,CD01DRAFT_0581,,,protein of unknown function DUF1653,
hotlake_ucc_81526,CD01DRAFT_0582,Regulatory functions,Small molecule interactions,diguanylate cyclase (GGDEF) domain,
hotlake_ucc_81528,CD01DRAFT_0583,,,putative oxidoreductase,
hotlake_ucc_81529,CD01DRAFT_0584,,,hypothetical protein,
hotlake_ucc_81530,CD01DRAFT_0585,Transport and binding proteins,General,MOP flippase superfamily transporter,norM
hotlake_ucc_81531,CD01DRAFT_0586,Energy metabolism,Electron transport::Oxidative phosphorylation,aa3-type cytochrome c oxidase subunit II CoxB,coxB
hotlake_ucc_81533,CD01DRAFT_0587,Energy metabolism,Oxidative phosphorylation,aa3-type cytochrome c oxidase subunit I CoxA,coxA
hotlake_ucc_81534,CD01DRAFT_0588,Energy metabolism,Oxidative phosphorylation,aa3-type cytochrome c oxidase subunit III CoxC,coxC
hotlake_ucc_81535,CD01DRAFT_0589,,,protein of unknown function DUF2909,
hotlake_ucc_81536,CD01DRAFT_0590,,,aa3-type cytochrome c oxidaes assembly system heme A insertion protein Surf1,surf1
hotlake_ucc_81537,CD01DRAFT_0591,,,hypothetical protein,
hotlake_ucc_81538,CD01DRAFT_0592,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,aa3-type cytochrome c oxidase assembly system protein CtaA,ctaA
hotlake_ucc_81539,CD01DRAFT_0593,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism::Ubiquinone and other terpenoid-quinone biosynthesis,protoheme IX farnesyltransferase ctaB,ctaB
hotlake_ucc_81540,CD01DRAFT_0594,,,aa3-type cytocrhome c oxidase assembly system copper metallochaperone PrrC,prrC
hotlake_ucc_81541,CD01DRAFT_0595,Transport and binding proteins,Unknown substrate,Arabinose efflux permease,
hotlake_ucc_81542,CD01DRAFT_0596,Defense and invasion systems::Unknown function,Enzymes of unknown specificity::Secretion systems,ATP-dependent helicase HrpB,hrpB
hotlake_ucc_81543,CD01DRAFT_0597,Translation,Translation factors,methylthioribose-1-phosphate isomerase,
hotlake_ucc_81544,CD01DRAFT_0598,,,conserved hypothetical protein,
hotlake_ucc_81546,CD01DRAFT_0599,,,ribosomal protein S6--L-glutamate ligase,rimK
hotlake_ucc_81547,CD01DRAFT_0600,,,Putative motility protein,
hotlake_ucc_81548,CD01DRAFT_0601,,,ornithine decarboxylase SpeF,speF
hotlake_ucc_81549,CD01DRAFT_0602,Transport and binding proteins,Unknown substrate::Carbohydrates_ organic alcohols_ and acids,cyanate transporter CynX,cynX
hotlake_ucc_81550,CD01DRAFT_0603,Amino acid metabolism::Unknown function,Glycine_ serine and threonine metabolism::General,L-ectoine synthase EctC,ectC
hotlake_ucc_81551,CD01DRAFT_0604,Unknown function,Enzymes of unknown specificity::General,GTPase with DUF3482 domain,
hotlake_ucc_81552,CD01DRAFT_0605,,,protein of unknown function DUF2868,
hotlake_ucc_81553,CD01DRAFT_0606,,,hypothetical protein,
hotlake_ucc_81554,CD01DRAFT_0607,Intracellular trafficking_ assembly_ and processing::Unknown function,Enzymes of unknown specificity::Peptidases,lipase,
hotlake_ucc_81556,CD01DRAFT_0608,,,hydroxybutyrate-dimer hydrolase,
hotlake_ucc_81557,CD01DRAFT_0609,Regulatory functions::Prosthetic groups_ cofactors_ and carriers::Unknown function,General::DNA interactions::Porphyrin and chlorophyll metabolism::Protein interactions,transcriptional regulator,
hotlake_ucc_81558,CD01DRAFT_0610,,,TRAP-type transport system substrate-binding component,
hotlake_ucc_81559,CD01DRAFT_0611,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,TRAP-type transport system small permease component,
hotlake_ucc_81560,CD01DRAFT_0612,Transport and binding proteins,Unknown substrate::Carbohydrates_ organic alcohols_ and acids,TRAP-type transport system large permease component,
hotlake_ucc_81561,CD01DRAFT_0613,Carbohydrate metabolism::Unknown function,Enzymes of unknown specificity::Butanoate metabolism,3-hydroxybutyrate dehydrogenase,bdh
hotlake_ucc_81562,CD01DRAFT_0614,Carbohydrate metabolism,Butanoate metabolism,acetoacetate-CoA ligase,acsA
hotlake_ucc_81563,CD01DRAFT_0615,Carbohydrate metabolism,Citrate cycle (TCA cycle),isocitrate dehydrogenase_ NADP-dependent,icd
hotlake_ucc_81564,CD01DRAFT_0616,Regulatory functions,Small molecule interactions,PAS domain S-box/diguanylate cyclase (GGDEF) domain,
hotlake_ucc_81565,CD01DRAFT_0617,Regulatory functions,Small molecule interactions,PAS domain S-box/diguanylate cyclase (GGDEF) domain,
hotlake_ucc_81566,CD01DRAFT_0618,Defense and invasion systems,Detoxification and inactivation,putative beta-lactamase,
hotlake_ucc_81567,CD01DRAFT_0619,,,hypothetical protein,
hotlake_ucc_81568,CD01DRAFT_0620,,,hypothetical protein,
hotlake_ucc_81569,CD01DRAFT_0621,,,hypothetical protein,
hotlake_ucc_81571,CD01DRAFT_0622,Regulatory functions::Signal transduction::Unknown function,Enzymes of unknown specificity::Two-component systems::Taxis::Small molecule interactions,PAS domain S-box,
hotlake_ucc_81573,CD01DRAFT_0623,,,hypothetical protein,
hotlake_ucc_81574,CD01DRAFT_0624,Signal transduction,Taxis,chemotaxis signal relay system response regulator CheY,cheY
hotlake_ucc_81575,CD01DRAFT_0625,,,hypothetical protein,
hotlake_ucc_81576,CD01DRAFT_0626,,,hypothetical protein,
hotlake_ucc_81577,CD01DRAFT_0627,,,hypothetical protein,
hotlake_ucc_81578,CD01DRAFT_0628,Translation,tRNA and rRNA base modification,7-cyano-7-deazaguanine synthase QueC,queC
hotlake_ucc_81579,CD01DRAFT_0629,Translation::Unknown function,Enzymes of unknown specificity::tRNA and rRNA base modification,queosine biosynthesis radical SAM protein QueE,queE
hotlake_ucc_81580,CD01DRAFT_0630,Regulatory functions,DNA interactions,AraC family transcriptional regulator,
hotlake_ucc_81581,CD01DRAFT_0631,Unknown function,Enzymes of unknown specificity,putative hydrolases or acyltransferases (alpha/beta hydrolase superfamily),
hotlake_ucc_81582,CD01DRAFT_0632,Unknown function,Enzymes of unknown specificity,extracellular nuclease,
hotlake_ucc_81584,CD01DRAFT_0633,,,putative transcriptional regulator,
hotlake_ucc_81585,CD01DRAFT_0634,Transport and binding proteins,Unknown substrate,major facilitator family permease,
hotlake_ucc_81586,CD01DRAFT_0635,Regulatory functions,DNA interactions,MarR family transcriptional regulator,slyA
hotlake_ucc_81587,CD01DRAFT_0636,Transport and binding proteins,Unknown substrate::General,major facilitator family permease,
hotlake_ucc_81588,CD01DRAFT_0637,,,putative membrane protein,
hotlake_ucc_81589,CD01DRAFT_0638,,,L_ D-transpeptidase ErfK,erfK
hotlake_ucc_81590,CD01DRAFT_0639,Unknown function,General,ClpP class membrane-bound serine protease NfeD,nfeD
hotlake_ucc_81591,CD01DRAFT_0640,,,SPFH domain_ Band 7 family protein,
hotlake_ucc_81592,CD01DRAFT_0641,,,Protein of unknown function (DUF3359),
hotlake_ucc_81594,CD01DRAFT_0642,,,putative protein conserved in bacteria,
hotlake_ucc_81596,CD01DRAFT_0643,Transport and binding proteins,Unknown substrate::Cations and iron carrying compounds,potassium:protein antiporter NhaP2,nhaP2
hotlake_ucc_81597,CD01DRAFT_0644,Unknown function,General,NADH dehydrogenase,ndh
hotlake_ucc_81598,CD01DRAFT_0645,Regulatory functions,DNA interactions,TetR famiily transcriptional regulator,
hotlake_ucc_81599,CD01DRAFT_0647,,,NosR family FeS flavin protein regulator,
hotlake_ucc_81601,CD01DRAFT_0648,Unknown function,Enzymes of unknown specificity,methyltransferase domain protein,
hotlake_ucc_81602,CD01DRAFT_0649,Unknown function,Enzymes of unknown specificity,23S rRNA (guanine745-N1)-methyltransferase RlmA1,rlmA1
hotlake_ucc_81603,CD01DRAFT_0650,Regulatory functions::Signal transduction,Taxis::Small molecule interactions,methyl-accepting chemotaxis sensory transducer with PAS sensory domain,aer
hotlake_ucc_81604,CD01DRAFT_0651,Regulatory functions,Small molecule interactions,EAL domain protein,
hotlake_ucc_81605,CD01DRAFT_0652,,,ankyrin repeat domain protein,
